codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A237,Anónimo,Seudónimo,-,-,,,,,,R64,Nuestra información gráfica,14-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,9,Anónimo,2,R64,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 62)","Palma, Clemente, 1872-1946, dir.",26/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R64,Cosas de fuera,6,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Prensa informativa,Nota periodística,Sí,6,Anónimo,2,R64,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 62)","Palma, Clemente, 1872-1946, dir.",26/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R65,Nuestra información gráfica,14-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,10,Anónimo,2,R65,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 63)","Palma, Clemente, 1872-1946, dir.",2/11/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R65,Nueva estación productora de fuerza eléctrica construida en la hacienda Chacrasana: por las empresas eléctricas asociadas,5,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Prensa informativa,Nota periodística,Sí,6,Anónimo,2,R65,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 63)","Palma, Clemente, 1872-1946, dir.",2/11/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R66,Nuestra información gráfica,15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,4,Anónimo,2,R66,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 64)","Palma, Clemente, 1872-1946, dir.",9/11/1907,Lima: [s. n.],"Aparece en este ejemplar un cuento titulado “El quinto evangelio”, que corresponde a Cuentos Malévolos de Clemente Palma, cuyo argumento se centra en la visita del diablo a Jesús durante su agonía en la cruz para atormentarlo con burlas sobre la inutilidad de su sacrificio. Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R67,Curaciones por la música,6,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,4,Anónimo,1,R67,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 65)","Palma, Clemente, 1872-1946, dir.",16/11/1907,Lima: [s. n.],"Presenta una de las tantas tradiciones de Ricardo Palma titulada “Un general de antaño” que este número de Prisma aparece bajo el título de “El buen consejo de un general”. Recoge el poema “Pájaros de las islas” de Rubén Darío, es uno de los tantos versos que incluyen a la rosa para evocar características espirituales y/o físicas de las personas, objetos y espacios que evocan rasgos emotivos, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A237,Anónimo,Seudónimo,-,-,,,,,,R67,Nuestra información gráfica,13-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,5,Anónimo,2,R67,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 65)","Palma, Clemente, 1872-1946, dir.",16/11/1907,Lima: [s. n.],"Presenta una de las tantas tradiciones de Ricardo Palma titulada “Un general de antaño” que este número de Prisma aparece bajo el título de “El buen consejo de un general”. Recoge el poema “Pájaros de las islas” de Rubén Darío, es uno de los tantos versos que incluyen a la rosa para evocar características espirituales y/o físicas de las personas, objetos y espacios que evocan rasgos emotivos, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A237,Anónimo,Seudónimo,-,-,,,,,,R68,Curaciones por la música,5,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,4,Anónimo,1,R68,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 66)","Palma, Clemente, 1872-1946, dir.",23/11/1907,Lima: [s. n.],"Recoge bocetos históricos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R68,Nuestra información gráfica,13-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,7,Anónimo,2,R68,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 66)","Palma, Clemente, 1872-1946, dir.",23/11/1907,Lima: [s. n.],"Recoge bocetos históricos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R68,El hundimiento del vapor Principessa Yolanda,13,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica periodística,Sí,4,Anónimo,2,R68,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 66)","Palma, Clemente, 1872-1946, dir.",23/11/1907,Lima: [s. n.],"Recoge bocetos históricos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R69,Nuestra información gráfica,14-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,5,Anónimo,2,R69,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 67)","Palma, Clemente, 1872-1946, dir.",30/11/1907,Lima: [s. n.],"Recoge poemas, artículos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R69,La mujer más bella del mundo,6,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Prensa informativa,Nota periodística,Sí,1,Anónimo,2,R69,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 67)","Palma, Clemente, 1872-1946, dir.",30/11/1907,Lima: [s. n.],"Recoge poemas, artículos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R7,Las maniobras del ejército,20-21,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,47,Anónimo,2,R7,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 6)","Hernández, Julio S, 1853-1906, dir.",1/12/1905,Lima: [s. n.],"Presenta artículos que describen las impresiones de viajes a Londres y a Ceylán y un reportaje realizado al ejército peruano en un ensayo de maniobras militares, que incluye detalladas fotografías. Recoge un ensayo sobre la poética de José María de Heredia, así como un relato de Rubén Darío. Entre todos los escritos, destaca una crónica sobre la novelista y feminista Emilia Pardo Bazán con motivo de su llegada a Lima. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A237,Anónimo,Seudónimo,-,-,,,,,,R7,Directores de teatro de París,25,No Determinado,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,10,Anónimo,1,R7,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 6)","Hernández, Julio S, 1853-1906, dir.",1/12/1905,Lima: [s. n.],"Presenta artículos que describen las impresiones de viajes a Londres y a Ceylán y un reportaje realizado al ejército peruano en un ensayo de maniobras militares, que incluye detalladas fotografías. Recoge un ensayo sobre la poética de José María de Heredia, así como un relato de Rubén Darío. Entre todos los escritos, destaca una crónica sobre la novelista y feminista Emilia Pardo Bazán con motivo de su llegada a Lima. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A237,Anónimo,Seudónimo,-,-,,,,,,R7,Fieras y domadores,26-27,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,5,Anónimo,2,R7,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 6)","Hernández, Julio S, 1853-1906, dir.",1/12/1905,Lima: [s. n.],"Presenta artículos que describen las impresiones de viajes a Londres y a Ceylán y un reportaje realizado al ejército peruano en un ensayo de maniobras militares, que incluye detalladas fotografías. Recoge un ensayo sobre la poética de José María de Heredia, así como un relato de Rubén Darío. Entre todos los escritos, destaca una crónica sobre la novelista y feminista Emilia Pardo Bazán con motivo de su llegada a Lima. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A237,Anónimo,Seudónimo,-,-,,,,,,R70,Nuestra información gráfica,14-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,4,Anónimo,2,R70,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 68)","Palma, Clemente, 1872-1946, dir.",7/12/1907,Lima: [s. n.],"Presenta un artículo sobre la inauguración de una fábrica de cartuchos ubicada en la pampa de Barbones, que permitiría que el ejército peruano no necesite recurrir a arsenales europeos para la adquisición de municiones. Realiza una descripción extensa de la fabricación de arsenal militar. Recoge artículos, relatos, poemas, fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R70,Inauguración del arsenal de guerra,1-11,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Prensa informativa,Informe técnico,Sí,15,Anónimo,2,R70,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 68)","Palma, Clemente, 1872-1946, dir.",7/12/1907,Lima: [s. n.],"Presenta un artículo sobre la inauguración de una fábrica de cartuchos ubicada en la pampa de Barbones, que permitiría que el ejército peruano no necesite recurrir a arsenales europeos para la adquisición de municiones. Realiza una descripción extensa de la fabricación de arsenal militar. Recoge artículos, relatos, poemas, fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R71,Nuestra información gráfica,14-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,5,Anónimo,2,R71,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 69)","Palma, Clemente, 1872-1946, dir.",14/12/1907,Lima: [s. n.],"Presenta un artículo sobre la Universidad de Pennsylvania, en el que describe extensamente las fases de la vida universitaria, refiere las estadística de alumnos graduados y estudiantes, y menciona algunas exhibiciones como el primer diploma de mérito expedido en América, el primer diploma de dentista expedido en el mundo, los primeros modelos de transmisiones telefónicas, una de las primeras lámparas eléctricas de Edison, y los documentos originales de Benjamín Franklin. Recoge poemas y relatos de varios y distinguidos autores, así como fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R71,La Universidad de Pennsylvania,4,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica periodística,Sí,4,Anónimo,1,R71,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 69)","Palma, Clemente, 1872-1946, dir.",14/12/1907,Lima: [s. n.],"Presenta un artículo sobre la Universidad de Pennsylvania, en el que describe extensamente las fases de la vida universitaria, refiere las estadística de alumnos graduados y estudiantes, y menciona algunas exhibiciones como el primer diploma de mérito expedido en América, el primer diploma de dentista expedido en el mundo, los primeros modelos de transmisiones telefónicas, una de las primeras lámparas eléctricas de Edison, y los documentos originales de Benjamín Franklin. Recoge poemas y relatos de varios y distinguidos autores, así como fotografías de las maniobras militares de 1907."
A237,Anónimo,Seudónimo,-,-,,,,,,R72,Nuestra información gráfica,14-15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,5,Anónimo,2,R72,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 70)","Palma, Clemente, 1872-1946, dir.",21/12/1907,Lima: [s. n.],"Recoge artículos, relatos, poemas y fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A237,Anónimo,Seudónimo,-,-,,,,,,R71,La darsena y la carga,10,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Prensa informativa,Nota periodística,Sí,4,Anónimo,2,R71,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 69)","Palma, Clemente, 1872-1946, dir.",14/12/1907,Lima: [s. n.],"Presenta un artículo sobre la Universidad de Pennsylvania, en el que describe extensamente las fases de la vida universitaria, refiere las estadística de alumnos graduados y estudiantes, y menciona algunas exhibiciones como el primer diploma de mérito expedido en América, el primer diploma de dentista expedido en el mundo, los primeros modelos de transmisiones telefónicas, una de las primeras lámparas eléctricas de Edison, y los documentos originales de Benjamín Franklin. Recoge poemas y relatos de varios y distinguidos autores, así como fotografías de las maniobras militares de 1907."
